name,url,country,location,qs_ranking_preview,the_ranking_preview,arwu_ranking_preview,bachelor_from,bachelor_to,master_from,master_to,doctorate_from,doctorate_to,location_full,establishment_year,total_students,international_students,female_students,acceptance_rate,qs_rating,the_rating,rating_usa,iso3_code,country_name,iso2_code,gdp,unemployment_rate,school_enrollment_tert,adult_literacy_rate,heritage_year,economic_freedom_score
Vishwakarma Institute of Technology Pune,https://www.unipage.net/en/16537/vishwakarma_institute_of_technology_pune,IN,"India,Pune",,,,,,,,,,"Pune, India",,,,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
JNTUH College of Engineering Hyderabad,https://www.unipage.net/en/17409/jntuh_college_of_engineering_hyderabad,IN,"India,Hyderabad",,,,,,,,,,"Hyderabad, India",,,,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
Abdelhafid Boussouf University Center of Mila,https://www.unipage.net/en/22104/abdelhafid_boussouf_university_center_of_mila,DZ,"Algeria,Mila",,,,,,,,,,"Mila, Algeria",,,,,,,,,DZA,Algeria,DZ,263619794506.723,11.427,54.4283410150344,75.1399993896484,2025.0,47.5
Wisconsin Indianhead Technical College,https://www.unipage.net/en/11775/wisconsin_indianhead_technical_college,US,"United States,Rice Lake",,,,,,,,,,"Rice Lake, United States",,,,,,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
SENAI Faculty of Technology of Management Development,https://www.unipage.net/en/1310/senai_faculty_of_technology_of_management_development,BR,Brazil,,,,,,,,,,Brazil,,,,,,,,,BRA,Brazil,BR,2179412080828.59,7.634,60.3906211853027,94.8005123042056,2025.0,55.1
Y.S.R. Horticultural University,https://www.unipage.net/en/17078/y_s_r_horticultural_university,IN,India,,,,,,,,,,India,2007.0,,,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
State Higher Vocational School in Nowy Sacz,https://www.unipage.net/en/7370/state_higher_vocational_school_in_nowy_sacz,PL,"Poland,Nowy Sacz",,,,,,,,,,"Nowy Sacz, Poland",1998.0,,,,,,,,POL,Poland,PL,914696430325.391,2.472,76.8794097900391,98.7399978637695,2025.0,67.1
Zhoukou Normal University,https://www.unipage.net/en/14239/zhoukou_normal_university,CN,"China,Zhoukou",,,,,,,,,,"Zhoukou, China",1973.0,"14,999",,,,,,,CHN,China,CN,18743803170827.2,4.571,76.8757843123403,96.7399978637695,2025.0,49.0
Faculty of Serra Gaucha FSG,https://www.unipage.net/en/1217/faculty_of_serra_gaucha_fsg,BR,"Brazil,Caxias do Sul",,,,,,,,,,"Caxias do Sul, Brazil",1999.0,,,,,,,,BRA,Brazil,BR,2179412080828.59,7.634,60.3906211853027,94.8005123042056,2025.0,55.1
Munich Business School,https://www.unipage.net/en/6357/munich_business_school,DE,"Germany,Munich",,,,"15,029","35,256","18,080","36,160","14,238","14,238","Munich, Germany",1991.0,499,,,60%,,,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
Boston Architectural College,https://www.unipage.net/en/11756/boston_architectural_college,US,"United States,Boston",,,,"12,873","26,793","25,213","25,213",,,"Boston, United States",1889.0,709,,,0%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Carlos Drummond de Andrade Faculty,https://www.unipage.net/en/1601/carlos_drummond_de_andrade_faculty,BR,Brazil,,,,,,,,,,Brazil,,,,,,,,,BRA,Brazil,BR,2179412080828.59,7.634,60.3906211853027,94.8005123042056,2025.0,55.1
CEU San Pablo University,https://www.unipage.net/en/9498/ceu_san_pablo_university,ES,"Spain,Madrid",1201.0,,,"2,576","25,334","2,938","66,613",,,"Madrid, Spain",1993.0,,"4,256",,,,,,ESP,Spain,ES,1722745978335.16,11.394,93.7303466796875,99.6999969482422,2025.0,66.3
University of Arkansas Community College-Batesville,https://www.unipage.net/en/12979/university_of_arkansas_community_college_batesville,US,"United States,Batesville",,,,"3,749","3,749",,,,,"Batesville, United States",1991.0,,,,0%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
St. St. Cyril and Methodius University of Veliko Tarnovo,https://www.unipage.net/en/5175/st_st_cyril_and_methodius_university_of_veliko_tarnovo,BG,"Bulgaria,Veliko Turnovo",,,,"5,000","5,000","5,000","5,000",,,"Veliko Turnovo, Bulgaria",1963.0,"14,999",,,,,,,BGR,Bulgaria,BG,112211952703.831,4.104,79.8532333374023,98.3499984741211,2025.0,68.8
Birmingham-Southern College,https://www.unipage.net/en/11173/birmingham_southern_college,US,"United States,Birmingham",,,,"16,985","23,494","19,995","19,995",,,"Birmingham, United States",1856.0,"1,999",,,57%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Hanoi Open University,https://www.unipage.net/en/21945/hanoi_open_university,VN,"Vietnam,Hanoi",,,,,,,,,,"Hanoi, Vietnam",,,,,,,,,VNM,Viet Nam,VN,476388230307.175,1.431,37.5923642016718,96.129997253418,,
University of Itaúna,https://www.unipage.net/en/1326/university_of_ita_na,BR,"Brazil,Itauna",,,,,,,,,,"Itauna, Brazil",1965.0,,,,,,,,BRA,Brazil,BR,2179412080828.59,7.634,60.3906211853027,94.8005123042056,2025.0,55.1
University of Western States,https://www.unipage.net/en/12377/university_of_western_states,US,"United States,Portland",,,,,,"10,000","10,000",,,"Portland, United States",1904.0,"1,096",,,0%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Holyoke Community College,https://www.unipage.net/en/12190/holyoke_community_college,US,"United States,Holyoke",,,,"10,511","10,511",,,,,"Holyoke, United States",,,,,0%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Methodist University,https://www.unipage.net/en/11615/methodist_university,US,"United States,Fayetteville",,,,"38,138","38,138","20,000","20,000",,,"Fayetteville, United States",1956.0,"1,805",,,76%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Taiwan Shoufu University,https://www.unipage.net/en/21568/taiwan_shoufu_university,TW,"Taiwan,Tainan",,,,,,,,,,"Tainan, Taiwan",2000.0,"6,999",,,,,,,,,,,,,,,
Central Georgia Technical College,https://www.unipage.net/en/12114/central_georgia_technical_college,US,"United States,Macon",,,,,,,,,,"Macon, United States",,,,,,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
"Islamic Azad University, Kerman branch",https://www.unipage.net/en/18444/islamic_azad_university_kerman_branch,IR,"Iran,Kerman",,,,,,,,,,"Kerman, Iran",1982.0,,,,,,,,IRN,"Iran, Islamic Rep.",IR,436906331671.859,9.192,58.6677703857422,88.9233339833467,,
Kunming University,https://www.unipage.net/en/14515/kunming_university,CN,"China,Kunming",,,,,,,,,,"Kunming, China",1984.0,"5,999",,,,,,,CHN,China,CN,18743803170827.2,4.571,76.8757843123403,96.7399978637695,2025.0,49.0
Chestnut Hill College,https://www.unipage.net/en/11848/chestnut_hill_college,US,"United States,Philadelphia",,,,"39,410","39,410","20,000","20,000",,,"Philadelphia, United States",1924.0,"1,370",,,98%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Eastern Nazarene College,https://www.unipage.net/en/12065/eastern_nazarene_college,US,"United States,Quincy",,,,"27,990","27,990","20,000","20,000",,,"Quincy, United States",1900.0,534,,,62%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
University of Yaoundé I,https://www.unipage.net/en/22196/university_of_yaound_i,CM,"Cameroon,Yaounde",,,,,,,,,,"Yaounde, Cameroon",1993.0,"14,999",,,,,,,CMR,Cameroon,CM,51326764684.8595,3.518,16.6614294830602,72.5500030517578,2025.0,52.1
Volunteer State Community College,https://www.unipage.net/en/11945/volunteer_state_community_college,US,"United States,Gallatin",,,,"17,215","17,215",,,,,"Gallatin, United States",1971.0,,,,0%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
University of the Philippines - Visayas,https://www.unipage.net/en/20780/university_of_the_philippines_visayas,PH,"Philippines,Miagao",,,,"2,500","2,500","2,500","2,500",,,"Miagao, Philippines",1979.0,"5,999",,,10%,,,,PHL,Philippines,PH,461617509782.355,2.153,47.4134996154186,98.4700012207031,2025.0,60.6
Al-Aqsa University,https://www.unipage.net/en/20646/al_aqsa_university,PS,Palestine,,,,,,,,,,Palestine,1991.0,,,,,,,,,,,,,,,,
Hutchinson Community College,https://www.unipage.net/en/12147/hutchinson_community_college,US,"United States,Hutchinson",,,,"4,529","4,529",,,,,"Hutchinson, United States",1928.0,,,,0%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Saniku Gakuin College,https://www.unipage.net/en/19745/saniku_gakuin_college,JP,"Japan,Chiba",,,,,,,,,,"Chiba, Japan",1898.0,,,,,,,,JPN,Japan,JP,4026210821146.81,2.563,64.8912200927734,,2025.0,70.2
Velagapudi Ramakrishna Siddhartha Engineering College,https://www.unipage.net/en/16853/velagapudi_ramakrishna_siddhartha_engineering_college,IN,"India,Kanuru",,,,,,,,,,"Kanuru, India",,,,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
College of Science Baghdad University,https://www.unipage.net/en/18929/college_of_science_baghdad_university,IQ,"Iraq,Baghdad",,,,,,,,,,"Baghdad, Iraq",,,,,,,,,IRQ,Iraq,IQ,279641257615.385,15.524,15.5580997467041,84.0588635813164,,
American Conservatory Theater,https://www.unipage.net/en/12204/american_conservatory_theater,US,"United States,San Francisco",,,,"30,792","30,792",,,,,"San Francisco, United States",,24,,,,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Autonomous University of Entre Rios,https://www.unipage.net/en/786/autonomous_university_of_entre_rios,AR,"Argentina,Parana",,,,"1,000","1,000","1,000","1,000",,,"Parana, Argentina",2000.0,,,,,,,,ARG,Argentina,AR,633266692533.689,7.876,107.822574129434,99.1399993896484,2025.0,54.2
Tel-Hai College,https://www.unipage.net/en/6698/tel_hai_college,IL,"Israel,Qiryat Shemona",,,,,,,,,,"Qiryat Shemona, Israel",1957.0,"3,999",,,,,,,,,,,,,,,
Kunming University of Science and Technology,https://www.unipage.net/en/13908/kunming_university_of_science_and_technology,CN,"China,Kunming",,,401.0,,,,,,,"Kunming, China",1954.0,"44,533",675,36%,,,,,CHN,China,CN,18743803170827.2,4.571,76.8757843123403,96.7399978637695,2025.0,49.0
Higher Technological Institute of Libres,https://www.unipage.net/en/3954/higher_technological_institute_of_libres,MX,Mexico,,,,,,,,,,Mexico,,,,,,,,,MEX,Mexico,MX,1852722885258.11,2.711,47.474681854248,95.7654716766416,2025.0,61.3
Darul Ulum University Islamic Boarding School,https://www.unipage.net/en/18123/darul_ulum_university_islamic_boarding_school,ID,"Indonesia,Jombang",,,,"2,500","2,500","2,500","2,500",,,"Jombang, Indonesia",2001.0,"1,999",,,80%,,,,IDN,Indonesia,ID,1396300098190.97,3.3,44.8813034886441,96.0,2025.0,65.2
Peninsula College,https://www.unipage.net/en/12883/peninsula_college,US,"United States,Port Angeles",,,,"4,918","4,918",,,,,"Port Angeles, United States",,,,,0%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
International Institute of Information Technology,https://www.unipage.net/en/16845/international_institute_of_information_technology,IN,"India,Bhubaneshwar",,,,,,,,,,"Bhubaneshwar, India",,,,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
Indian School OF Business & Finance,https://www.unipage.net/en/16718/indian_school_of_business_finance,IN,"India,New Delhi",,,,,,,,,,"New Delhi, India",,,,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
Warsaw University of Information Technology,https://www.unipage.net/en/7387/warsaw_university_of_information_technology,PL,Poland,,,,,,,,,,Poland,,,,,,,,,POL,Poland,PL,914696430325.391,2.472,76.8794097900391,98.7399978637695,2025.0,67.1
North China University of Technology,https://www.unipage.net/en/13990/north_china_university_of_technology,CN,"China,Beijing",,,,,,,,,,"Beijing, China",1946.0,"14,999",,,,,,,CHN,China,CN,18743803170827.2,4.571,76.8757843123403,96.7399978637695,2025.0,49.0
Randolph-Macon College,https://www.unipage.net/en/11121/randolph_macon_college,US,"United States,Ashland",,,,"46,460","46,460","20,000","20,000",,,"Ashland, United States",1830.0,"1,999",,,85%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
College of the Atlantic,https://www.unipage.net/en/11747/college_of_the_atlantic,US,United States,,,,"44,829","44,829","20,000","20,000",,,United States,1969.0,375,,,60%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Doowon University of Technology,https://www.unipage.net/en/21097/doowon_university_of_technology,KR,"South Korea,Anseong",,,,,,,,,,"Anseong, South Korea",1994.0,,,,,,,,KOR,"Korea, Rep.",KR,1712792854202.37,2.604,106.709167480469,97.9700012207031,,
Military College Jhelum,https://www.unipage.net/en/20578/military_college_jhelum,PK,"Pakistan,Sarai Alamgir",,,,,,,,,,"Sarai Alamgir, Pakistan",,,,,,,,,PAK,Pakistan,PK,373071855731.539,5.472,10.8564126844434,58.8600006103516,2025.0,49.1
Higher Technological Institute of Misantla,https://www.unipage.net/en/3764/higher_technological_institute_of_misantla,MX,"Mexico,Misantla",,,,,,,,,,"Misantla, Mexico",,,,,,,,,MEX,Mexico,MX,1852722885258.11,2.711,47.474681854248,95.7654716766416,2025.0,61.3
University of Sur,https://www.unipage.net/en/20336/university_of_sur,OM,"Oman,Sur",,,,,,,,,,"Sur, Oman",2001.0,,,,,,,,OMN,Oman,OM,106942782834.85,3.161,43.8433613964625,97.3399963378906,2025.0,65.4
Embu University College,https://www.unipage.net/en/22464/embu_university_college,KE,"Kenya,Embu",,,,,,,,,,"Embu, Kenya",,,,,,,,,KEN,Kenya,KE,124498691699.125,5.434,10.4185962462804,82.2300033569336,2025.0,54.8
Cafam University Foundation,https://www.unipage.net/en/3013/cafam_university_foundation,CO,Colombia,,,,,,,,,,Colombia,,,,,,,,,COL,Colombia,CO,418542042920.189,9.608,59.2901382446289,95.3399963378906,2025.0,59.8
Chihuahua School of Architecture,https://www.unipage.net/en/4388/chihuahua_school_of_architecture,MX,Mexico,,,,,,,,,,Mexico,,,,,,,,,MEX,Mexico,MX,1852722885258.11,2.711,47.474681854248,95.7654716766416,2025.0,61.3
Harlal Institute of Management & Technology,https://www.unipage.net/en/17430/harlal_institute_of_management_technology,IN,India,,,,,,,,,,India,,,,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
Sao Camilo Sao Paulo University Center,https://www.unipage.net/en/1120/sao_camilo_sao_paulo_university_center,BR,"Brazil,Sao Paulo",,,,,,,,,,"Sao Paulo, Brazil",,,,,,,,,BRA,Brazil,BR,2179412080828.59,7.634,60.3906211853027,94.8005123042056,2025.0,55.1
Sinop University,https://www.unipage.net/en/9908/sinop_university,TR,"Turkey,Sinop",,,,,,,,,,"Sinop, Turkey",2007.0,"2,999",,,,,,,TUR,Turkiye,TR,1323254808058.74,8.449,127.577972412109,97.2600021362305,,
University Isabel 1,https://www.unipage.net/en/9571/university_isabel_1,ES,"Spain,Burgos",,,,,,,,,,"Burgos, Spain",2008.0,,,,,,,,ESP,Spain,ES,1722745978335.16,11.394,93.7303466796875,99.6999969482422,2025.0,66.3
Pontianak State Polytechnic,https://www.unipage.net/en/18013/pontianak_state_polytechnic,ID,Indonesia,,,,,,,,,,Indonesia,,,,,,,,,IDN,Indonesia,ID,1396300098190.97,3.3,44.8813034886441,96.0,2025.0,65.2
Mawlana Bhashani Science and Technology University,https://www.unipage.net/en/13729/mawlana_bhashani_science_and_technology_university,BD,"Bangladesh,Dhaka",,,,"1,000","1,000","1,000","1,000",,,"Dhaka, Bangladesh",2001.0,"1,999",,,20%,,,,BGD,Bangladesh,BD,450119424622.389,4.68,23.7295608009814,79.0,2025.0,54.7
Belgorod State Agricultural Academy V Ya Gorina,https://www.unipage.net/en/8173/belgorod_state_agricultural_academy_v_ya_gorina,RU,"Russia,Belgorod",,,,"2,500","2,500","2,500","2,500",,,"Belgorod, Russia",1975.0,"5,999",,,,,,,RUS,Russian Federation,RU,2173835806671.66,2.527,60.3891235376867,99.9300003051758,,
"Malta College of Arts, Science & Technology",https://www.unipage.net/en/7053/malta_college_of_arts_science_technology,MT,"Malta,Paola",,,,"1,000","1,000","1,000","1,000",,,"Paola, Malta",1988.0,,,,,,,,MLT,Malta,MT,24322006607.9295,2.703,80.5250091552734,93.3099975585938,2025.0,66.8
Institute of Management Technology Nagpur,https://www.unipage.net/en/16873/institute_of_management_technology_nagpur,IN,India,,,,,,,,,,India,,,,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
Gdynia Maritime University,https://www.unipage.net/en/7308/gdynia_maritime_university,PL,"Poland,Gdynia",,,,"7,500","7,500","7,500","7,500",,,"Gdynia, Poland",1920.0,"7,999",,,90%,,,,POL,Poland,PL,914696430325.391,2.472,76.8794097900391,98.7399978637695,2025.0,67.1
Biysk Technological Institute,https://www.unipage.net/en/8491/biysk_technological_institute,RU,"Russia,Biysk",,,,,,,,,,"Biysk, Russia",,,,,,,,,RUS,Russian Federation,RU,2173835806671.66,2.527,60.3891235376867,99.9300003051758,,
Fergusson College Pune,https://www.unipage.net/en/16816/fergusson_college_pune,IN,"India,Pune",,,,,,,,,,"Pune, India",1884.0,,,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
Plovdiv University,https://www.unipage.net/en/5162/plovdiv_university,BG,"Bulgaria,Plovdiv",,,,"5,000","5,000","3,390","3,390",,,"Plovdiv, Bulgaria",1962.0,"14,999",,,70%,,,,BGR,Bulgaria,BG,112211952703.831,4.104,79.8532333374023,98.3499984741211,2025.0,68.8
Quincy University,https://www.unipage.net/en/11786/quincy_university,US,"United States,Quincy",,,,"31,940","31,940","20,000","20,000",,,"Quincy, United States",1860.0,"1,187",,,62%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Aichi University,https://www.unipage.net/en/19171/aichi_university,JP,"Japan,Toyohashi",,,,"10,000","10,000","10,000","10,000",,,"Toyohashi, Japan",1946.0,"9,999",210,,,,,,JPN,Japan,JP,4026210821146.81,2.563,64.8912200927734,,2025.0,70.2
Higher school of optics,https://www.unipage.net/en/5609/higher_school_of_optics,FR,"France,Orsay",,,,"7,500","7,500","7,500","7,500",,,"Orsay, France",1917.0,499,,,30%,,,,FRA,France,FR,3162079073495.78,7.37,70.4536437988281,,2025.0,64.4
Uzbekistan State University of World Languages,https://www.unipage.net/en/21900/uzbekistan_state_university_of_world_languages,UZ,"Uzbekistan,Tashkent",,,,,,,,,,"Tashkent, Uzbekistan",1992.0,"7,999",,,,,,,UZB,Uzbekistan,UZ,114965293466.611,4.488,56.517478700865,100.0,2025.0,58.0
Orel State Institute of Culture,https://www.unipage.net/en/8661/orel_state_institute_of_culture,RU,"Russia,Orel",,,,,,,,,,"Orel, Russia",1972.0,,,,,,,,RUS,Russian Federation,RU,2173835806671.66,2.527,60.3891235376867,99.9300003051758,,
University of Kitakyushu,https://www.unipage.net/en/19061/university_of_kitakyushu,JP,"Japan,Kitakyushu",,,,"7,500","7,500","7,500","7,500",,,"Kitakyushu, Japan",1946.0,"6,999",,,20%,,,,JPN,Japan,JP,4026210821146.81,2.563,64.8912200927734,,2025.0,70.2
University Center of João Pessoa,https://www.unipage.net/en/1136/university_center_of_jo_o_pessoa,BR,Brazil,,,,,,,,,,Brazil,,,,,,,,,BRA,Brazil,BR,2179412080828.59,7.634,60.3906211853027,94.8005123042056,2025.0,55.1
Universidad Privada de Santa Cruz de la Sierra,https://www.unipage.net/en/862/universidad_privada_de_santa_cruz_de_la_sierra,BO,"Bolivia,Santa Cruz de la Sierra",,,,,,,,,,"Santa Cruz de la Sierra, Bolivia",1984.0,,,,,,,,BOL,Bolivia,BO,49668296743.8495,3.091,,95.5500030517578,2025.0,44.1
Mirpur University of Science and Technology,https://www.unipage.net/en/20494/mirpur_university_of_science_and_technology,PK,"Pakistan,Mirpur Khas",,,,,,,,,,"Mirpur Khas, Pakistan",1980.0,"8,459",,44%,,,,,PAK,Pakistan,PK,373071855731.539,5.472,10.8564126844434,58.8600006103516,2025.0,49.1
Amity University Dubai,https://www.unipage.net/en/21837/amity_university_dubai,AE,"United Arab Emirates,Dubai",,,,,,,,,,"Dubai, United Arab Emirates",,,,,,,,,ARE,United Arab Emirates,AE,537078829135.466,2.133,63.7384451086316,98.8099975585938,2025.0,71.6
Shanghai University of Political Science and Law,https://www.unipage.net/en/14536/shanghai_university_of_political_science_and_law,CN,"China,Shanghai",,,,,,,,,,"Shanghai, China",1984.0,,,,,,,,CHN,China,CN,18743803170827.2,4.571,76.8757843123403,96.7399978637695,2025.0,49.0
U V Patel College of Engineering Ganpat University,https://www.unipage.net/en/17011/u_v_patel_college_of_engineering_ganpat_university,IN,India,,,,,,,,,,India,,,,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
McHenry County College,https://www.unipage.net/en/11855/mchenry_county_college,US,"United States,Crystal Lake",,,,,,,,,,"Crystal Lake, United States",,,,,,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Yeungnam University of Science and Technology,https://www.unipage.net/en/21087/yeungnam_university_of_science_and_technology,KR,South Korea,,,,,,,,,,South Korea,,,,,,,,,KOR,"Korea, Rep.",KR,1712792854202.37,2.604,106.709167480469,97.9700012207031,,
Dr. C.V. Raman University,https://www.unipage.net/en/16996/dr_c_v_raman_university,IN,"India,Bilaspur",,,,,,,,,,"Bilaspur, India",2006.0,,,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
Shijiazhuang Tiedao University,https://www.unipage.net/en/14099/shijiazhuang_tiedao_university,CN,"China,Shijiazhuang",,,,,,,,,,"Shijiazhuang, China",1950.0,"4,999",,,,,,,CHN,China,CN,18743803170827.2,4.571,76.8757843123403,96.7399978637695,2025.0,49.0
Holy Name University,https://www.unipage.net/en/20740/holy_name_university,PH,"Philippines,Tagbilaran City",,,,,,,,,,"Tagbilaran City, Philippines",1947.0,,,,,,,,PHL,Philippines,PH,461617509782.355,2.153,47.4134996154186,98.4700012207031,2025.0,60.6
School of Economics and Commerce,https://www.unipage.net/en/3348/school_of_economics_and_commerce,SV,"El Salvador,La Libertad",,,,,,,,,,"La Libertad, El Salvador",1994.0,,,,,,,,SLV,El Salvador,SV,35364960000.0,2.839,32.8347079463918,89.7699966430664,2025.0,56.6
Waynesburg University,https://www.unipage.net/en/12301/waynesburg_university,US,United States,,,,"28,490","28,490","17,500","17,500",,,United States,1849.0,"1,316",,,76%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Madras Christian College,https://www.unipage.net/en/16683/madras_christian_college,IN,"India,Chennai",,,,,,,,,,"Chennai, India",,,,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
University Center of the State of Pará,https://www.unipage.net/en/1147/university_center_of_the_state_of_par,BR,Brazil,,,,,,,,,,Brazil,,,,,,,,,BRA,Brazil,BR,2179412080828.59,7.634,60.3906211853027,94.8005123042056,2025.0,55.1
Amine Elokkal El Hadj Moussa Egakhamouk University Center of Tamanrasset,https://www.unipage.net/en/22129/amine_elokkal_el_hadj_moussa_egakhamouk_university_center_of_tamanrasset,DZ,Algeria,,,,,,,,,,Algeria,,,,,,,,,DZA,Algeria,DZ,263619794506.723,11.427,54.4283410150344,75.1399993896484,2025.0,47.5
Gulf Coast Community College,https://www.unipage.net/en/11709/gulf_coast_community_college,US,"United States,Panama City",,,,,,,,,,"Panama City, United States",1957.0,,,,,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Higher Technological Educational Institution of Eastern Macedonia and Thrace,https://www.unipage.net/en/6514/higher_technological_educational_institution_of_eastern_macedonia_and_thrace,GR,"Greece,Kavala",,,,791,791,791,791,,,"Kavala, Greece",1976.0,"9,999",,,,,,,GRC,Greece,GR,257144811301.673,10.133,165.113418579102,93.9100036621094,2025.0,60.6
ICD International Business School,https://www.unipage.net/en/5868/icd_international_business_school,FR,"France,Blagnac",,,,,,,,,,"Blagnac, France",,,,,,,,,FRA,France,FR,3162079073495.78,7.37,70.4536437988281,,2025.0,64.4
State Higher Vocational School in Chełm,https://www.unipage.net/en/7381/state_higher_vocational_school_in_che_m,PL,"Poland,Chelm",,,,,,,,,,"Chelm, Poland",2001.0,"2,999",,,90%,,,,POL,Poland,PL,914696430325.391,2.472,76.8794097900391,98.7399978637695,2025.0,67.1
ESSCA Business School - Angers,https://www.unipage.net/en/5717/essca_business_school_angers,FR,"France,Angers",,,,"5,000","5,000","5,000","5,000",,,"Angers, France",1909.0,"1,999",,,,,,,FRA,France,FR,3162079073495.78,7.37,70.4536437988281,,2025.0,64.4
University of Judicial Sciences and Administrative Services Tehran,https://www.unipage.net/en/18567/university_of_judicial_sciences_and_administrative_services_tehran,IR,"Iran,Tehran",,,,,,,,,,"Tehran, Iran",,,,,,,,,IRN,"Iran, Islamic Rep.",IR,436906331671.859,9.192,58.6677703857422,88.9233339833467,,
HITEC University,https://www.unipage.net/en/20485/hitec_university,PK,Pakistan,,,,"2,500","2,500","2,500","2,500",,,Pakistan,2007.0,,,,,,,,PAK,Pakistan,PK,373071855731.539,5.472,10.8564126844434,58.8600006103516,2025.0,49.1
National University of Physical Education and Sport of Ukraine,https://www.unipage.net/en/10062/national_university_of_physical_education_and_sport_of_ukraine,UA,"Ukraine,Kiev",,,,,,,,,,"Kiev, Ukraine",1930.0,,,,,,,,UKR,Ukraine,UA,190741263731.535,9.834,85.2667604023424,99.4300003051758,,
University of Music and Performing Arts Munich,https://www.unipage.net/en/6265/university_of_music_and_performing_arts_munich,DE,"Germany,Munich",,,,"1,000","1,000","1,000","1,000",,,"Munich, Germany",1846.0,"1,999",,,,,,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
University of Technology in Katowice,https://www.unipage.net/en/7443/university_of_technology_in_katowice,PL,"Poland,Katowice",,,,,,,,,,"Katowice, Poland",2003.0,,,,,,,,POL,Poland,PL,914696430325.391,2.472,76.8794097900391,98.7399978637695,2025.0,67.1
Catholic University of La Plata,https://www.unipage.net/en/812/catholic_university_of_la_plata,AR,"Argentina,La Plata",,,,,,,,,,"La Plata, Argentina",1964.0,,,,,,,,ARG,Argentina,AR,633266692533.689,7.876,107.822574129434,99.1399993896484,2025.0,54.2
Berkeley City College,https://www.unipage.net/en/12683/berkeley_city_college,US,"United States,Berkeley",,,,,,,,,,"Berkeley, United States",1974.0,,,,,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
AKPRIND Institute of Science and Technology  Yogyakarta,https://www.unipage.net/en/17984/akprind_institute_of_science_and_technology_yogyakarta,ID,Indonesia,,,,,,,,,,Indonesia,,,,,,,,,IDN,Indonesia,ID,1396300098190.97,3.3,44.8813034886441,96.0,2025.0,65.2
Koblenz University of Applied Sciences,https://www.unipage.net/en/6184/koblenz_university_of_applied_sciences,DE,"Germany,Koblenz",,,,"1,000","1,000","1,000","1,000",,,"Koblenz, Germany",1996.0,"7,999",,,,,,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
